"kod_kraja" "obvod" "kod_okresu" "kod_obce" "obec" "pocet_hlasov" "OlanoNova_hlasy" "OlanoNova_percent" "SmeRodina_hlasy" "SmeRodina_percent" "Most_hlasy" "Most_percent" "SNS_hlasy" "SNS_percent" "SMER_hlasy" "SMER_percent" "KDH_hlasy" "KDH_percent" "LSNS_hlasy" "LSNS_percent" "Siet_hlasy" "Siet_percent" "SMK_hlasy" "SMK_percent" "SaS_hlasy" "SaS_percent" "mladi" "zaklad.stred" "mladiXvzdel" "zakladne_vzdelanie_." "bez_vzdelania_." "obyvatelov2004" "pocet_obyvatelov_2014" "rozdiel_obyvatelov" "perce_rozdiel_obyv_2014_ku2004" "vek65v" "madarska_narodnost" "rim_kat" "vek0_14" "vs_vzdelanie_mgr" "perc_romov" "prirastok_romov" "per_uoz" "lng" "lat"
"1864" "PSK" "Bardejov" 701 519936 "Raslavice" 1275 229 17.96 87 6.82 25 1.96 102 8 353 27.68 169 13.25 107 8.39 68 5.33 0 0 96 7.52 7.9 63.73 503.467 18.75 21.65 2553 2721 168 6.58 10.75 0 87.76 20.24 6.51 14.61 23.66 9.56 21.315665 49.149816
"1884" "PSK" "Bardejov" 701 519944 "Vyšný Kručov" 69 4 5.79 2 2.89 2 2.89 7 10.14 37 53.62 1 1.44 11 15.94 2 2.89 0 0 0 0 9.27 66.23 613.9521 12.34 20.13 152 151 -1 -0.66 9.74 0 46.1 20.13 5.84 0 0 3.97 21.4345788 49.1693762
"1885" "PSK" "Bardejov" 701 519952 "Vyšný Tvarožec" 69 2 2.89 6 8.69 0 0 7 10.14 29 42.02 4 5.79 2 2.89 3 4.34 0 0 8 11.59 5.74 71.79 412.0746 22.22 16.24 134 122 -12 -8.96 19.66 0 1.71 16.24 5.98 0 0 11.48 21.1944705 49.3854282
"1886" "PSK" "Bardejov" 701 519961 "Zborov" 870 109 12.52 53 6.09 15 1.72 66 7.58 228 26.2 118 13.56 162 18.62 48 5.51 0 0 23 2.64 7.5 59.11 443.325 29.15 31.31 2801 3346 545 19.46 9.01 0.06 88.63 28.86 4.3 53.23 48.77 13.63 21.3073329 49.3701614
"1887" "PSK" "Bardejov" 701 519979 "Zlaté" 383 56 14.62 21 5.48 3 0.78 38 9.92 149 38.9 30 7.83 35 9.13 12 3.13 0 0 25 6.52 7.67 67.23 515.6541 18.61 18.74 736 756 20 2.72 11.66 0 21.76 17.69 5.5 0 0 12.04 21.2002257 49.339299
"2396" "PSK" "Svidník" 712 519987 "Železník" 202 12 5.94 11 5.44 3 1.48 31 15.34 88 43.56 14 6.93 12 5.94 7 3.46 0 0 4 1.98 7.39 69.25 511.7575 16.81 14.38 463 460 -3 -0.65 13.94 0 37.61 14.38 7.52 0 0 10.87 21.5047213 49.0931785
"2397" "PSK" "Svidník" 712 519995 "Želmanovce" 164 10 6.09 9 5.48 5 3.04 11 6.7 72 43.9 20 12.19 22 13.41 11 6.7 0 0 1 0.6 8.9 72.37 644.093 20.42 18.32 342 337 -5 -1.46 13.51 0 95.5 18.32 3 0 0 10.09 21.4246262 49.1192879
"1900" "PSK" "Humenné" 702 520004 "Humenné" 13656 1652 12.09 998 7.3 398 2.91 1215 8.89 4575 33.5 804 5.88 1304 9.54 880 6.44 2 0.01 1070 7.83 7.27 54.75 398.0325 10.77 14.74 35043 34186 -857 -2.45 10.12 0.17 50.68 14 17.17 4.75 -30.76 7.92 21.9078917 48.932454
"1888" "PSK" "Humenné" 702 520012 "Adidovce" 109 5 4.58 11 10.09 1 0.91 5 4.58 56 51.37 0 0 9 8.25 11 10.09 0 0 2 1.83 9.48 75.47 715.4556 19.34 10.38 226 211 -15 -6.64 22.64 0 52.36 10.38 7.08 0 0 7.58 22.0366449 49.0156054
"1889" "PSK" "Humenné" 702 520021 "Baškovce" 225 15 6.66 7 3.11 2 0.88 98 43.55 42 18.66 14 6.22 17 7.55 8 3.55 0 0 4 1.77 9.37 68.69 643.6253 19.63 19.39 429 427 -2 -0.47 10.98 0 95.33 18.22 4.67 0 0 7.03 21.8375647 49.0334514
"1972" "PSK" "Humenné" 709 520039 "Belá nad Cirochou" 1345 99 7.36 97 7.21 10 0.74 227 16.87 512 38.06 115 8.55 118 8.77 80 5.94 0 0 46 3.42 8.39 68.04 570.8556 16.13 17.4 3311 3348 37 1.12 9.75 0 96.26 16.19 5.87 2 -1.47 10.01 22.1042236 48.9774814
"1890" "PSK" "Humenné" 702 520055 "Brekov" 530 57 10.75 37 6.98 11 2.07 42 7.92 212 40 37 6.98 30 5.66 19 3.58 0 0 42 7.92 5.77 58.46 337.3142 14.67 19.01 1264 1368 104 8.23 10.7 0.07 79.49 17.89 10.18 22.46 5.26 10.23 21.8359461 48.9058438
"1891" "PSK" "Humenné" 702 520063 "Brestov" 263 29 11.02 9 3.42 4 1.52 27 10.26 85 32.31 30 11.4 35 13.3 15 5.7 0 0 14 5.32 8.85 63.53 562.2405 10.65 15.53 549 599 50 9.11 13.09 0.17 83.42 14.49 10.3 0 0 10.18 21.9499999 49.116667
"1949" "PSK" "Humenné" 705 520071 "Brestov nad Laborcom" 56 1 1.78 2 3.57 2 3.57 0 0 31 55.35 2 3.57 0 0 4 7.14 0 0 2 3.57 10.48 74.29 778.5592 40.95 22.86 74 105 31 41.89 16.19 0 21.9 22.86 0.95 0 0 22.86 21.9375737 49.1143051
"1973" "PSK" "Humenné" 709 520080 "Brezovec" 28 8 28.57 0 0 1 3.57 2 7.14 9 32.14 2 7.14 1 3.57 0 0 0 0 3 10.71 4.76 67.35 320.586 36.73 14.29 55 42 -13 -23.64 32.65 6.12 4.08 12.24 0 0 0 11.9 22.3871003 48.935427
"1950" "PSK" "Humenné" 705 520098 "Čabalovce" 151 6 3.97 3 1.98 11 7.28 21 13.9 63 41.72 7 4.63 11 7.28 4 2.64 0 0 7 4.63 8.42 63.41 533.9122 25.14 22.63 353 368 15 4.25 13.13 0 2.51 22.63 3.63 34.25 16.98 13.59 21.9640406 49.2290147
"1951" "PSK" "Humenné" 705 520101 "Čabiny" 176 8 4.54 2 1.13 6 3.4 16 9.09 111 63.06 3 1.7 8 4.54 6 3.4 0 0 5 2.84 6.95 70.08 487.056 19.44 11 408 374 -34 -8.33 24.81 0 5.88 11 6.39 0 0 11.5 21.9007549 49.1822751
"1892" "PSK" "Humenné" 702 520110 "Černina" 102 3 2.94 4 3.92 0 0 19 18.62 39 38.23 12 11.76 9 8.82 2 1.96 0 0 1 0.98 6.15 70.17 431.5455 24.86 20.99 193 179 -14 -7.25 18.78 0 86.74 19.34 1.66 0 0 10.61 21.8231649 49.0522768
"1952" "PSK" "Humenné" 705 520128 "Čertižné" 183 8 4.37 5 2.73 3 1.63 11 6.01 114 62.29 8 4.37 7 3.82 16 8.74 0 0 3 1.63 3.76 73.33 275.7208 19.2 8.53 413 346 -67 -16.22 24 0.8 5.6 8 7.47 0 0 8.09 21.8271947 49.3510598
"1974" "PSK" "Humenné" 709 520136 "Čukalovce" 105 8 7.61 6 5.71 4 3.8 15 14.28 53 50.47 4 3.8 4 3.8 2 1.9 0 0 0 0 6.29 68.35 429.9215 20.89 13.92 136 175 39 28.68 24.05 0 3.8 12.66 8.23 0 0 14.29 22.1690105 49.1015387
"1893" "PSK" "Humenné" 702 520152 "Dedačov" 84 0 0 2 2.38 2 2.38 15 17.85 34 40.47 6 7.14 18 21.42 1 1.19 0 0 1 1.19 6.43 79.65 512.1495 23.26 16.28 178 171 -7 -3.93 19.77 0 58.72 15.7 1.74 0 0 11.11 21.9744985 49.0336644
"1975" "PSK" "Humenné" 709 520161 "Dlhé nad Cirochou" 844 70 8.29 42 4.97 2 0.23 86 10.18 368 43.6 107 12.67 62 7.34 32 3.79 0 0 23 2.72 7.77 67.55 524.8635 14.85 17.65 2119 1995 -124 -5.85 12.55 0.05 95.69 16.86 7.21 2.11 -2.27 7.97 22.0651546 48.96236
"1976" "PSK" "Humenné" 709 520179 "Dúbrava" 99 0 0 2 2.02 1 1.01 48 48.48 36 36.36 1 1.01 2 2.02 2 2.02 0 0 3 3.03 6.06 80.42 487.3452 33.33 12.5 288 231 -57 -19.79 22.08 0.42 14.58 7.08 1.25 0 0 6.93 22.3560652 48.8760221
"1953" "PSK" "Humenné" 705 520187 "Habura" 255 21 8.23 15 5.88 5 1.96 14 5.49 135 52.94 4 1.56 11 4.31 24 9.41 0 0 9 3.52 6.43 70.7 454.601 23.14 8.92 487 513 26 5.34 27.39 0 5.31 8.92 7.43 0 0 6.24 21.8613373 49.3243001
"1895" "PSK" "Humenné" 702 520195 "Hankovce" 292 20 6.84 20 6.84 2 0.68 49 16.78 57 19.52 59 20.2 29 9.93 19 6.5 0 0 16 5.47 11.75 75.46 886.655 19.74 13.47 577 536 -41 -7.11 12.36 0 96.86 11.81 4.8 0 0 9.51 21.9467021 49.0286105
"1977" "PSK" "Humenné" 709 520209 "Hostovice" 140 9 6.42 3 2.14 10 7.14 22 15.71 75 53.57 3 2.14 5 3.57 1 0.71 0 0 0 0 5.17 61.69 318.9373 18.64 8.81 359 290 -69 -19.22 21.02 0 5.76 8.14 5.42 0 0 5.17 22.1440537 49.1185295
"1978" "PSK" "Humenné" 709 520217 "Hrabová Roztoka" 42 0 0 1 2.38 1 2.38 2 4.76 23 54.76 1 2.38 0 0 1 2.38 0 0 3 7.14 1.59 84.13 133.7667 41.27 9.52 68 63 -5 -7.35 34.92 0 4.76 7.94 0 0 0 7.94 22.2998104 48.8787546
"1897" "PSK" "Humenné" 702 520225 "Hrabovec nad Laborcom" 301 22 7.3 27 8.97 3 0.99 26 8.63 122 40.53 36 11.96 31 10.29 13 4.31 0 0 6 1.99 9.85 69.24 682.014 17.93 13.88 600 538 -62 -10.33 15.99 0 93.5 12.48 4.92 0 0 7.99 21.9391049 49.0948765
"1898" "PSK" "Humenné" 702 520233 "Hrubov" 235 4 1.7 11 4.68 0 0 24 10.21 90 38.29 42 17.87 26 11.06 18 7.65 0 0 6 2.55 7.52 74.9 563.248 28.16 18.16 540 492 -48 -8.89 17.96 0 97.55 17.14 2.04 0 0 5.49 21.8618035 49.0947066
"1899" "PSK" "Humenné" 702 520241 "Hudcovce" 223 32 14.34 14 6.27 3 1.34 19 8.52 71 31.83 19 8.52 29 13 13 5.82 0 0 10 4.48 9.33 66.13 616.9929 13.92 14.39 419 418 -1 -0.24 13.69 0 90.02 13.69 7.42 0 0 5.26 21.7905822 48.9076171
"1929" "PSK" "Humenné" 702 520250 "Rokytov pri Humennom" 175 17 9.71 16 9.14 7 4 5 2.85 92 52.57 10 5.71 15 8.57 3 1.71 0 0 2 1.14 4.61 81.76 376.9136 25.08 8.79 306 304 -2 -0.65 32.25 0 12.05 8.14 4.89 0 0 11.51 21.9902727 49.1003491
"1901" "PSK" "Humenné" 702 520268 "Chlmec" 284 15 5.28 23 8.09 2 0.7 58 20.42 105 36.97 12 4.22 37 13.02 11 3.87 0 0 5 1.76 10.74 69.41 745.4634 15.56 17.71 566 568 2 0.35 9.48 0 93.2 16.28 6.26 0 0 10.92 21.9376244 48.8872641
"1902" "PSK" "Humenné" 702 520276 "Jabloň" 174 17 9.77 7 4.02 5 2.87 11 6.32 47 27.01 40 22.98 10 5.74 9 5.17 0 0 12 6.89 7.38 59.68 440.4384 17.74 24.88 454 420 -34 -7.49 13.13 0 83.41 12.67 5.99 0 0 4.76 21.9797921 49.06604
"1979" "PSK" "Humenné" 709 520284 "Jalová" 29 2 6.89 0 0 0 0 1 3.44 17 58.62 2 6.89 3 10.34 1 3.44 0 0 1 3.44 4.11 71.6 294.276 32.1 16.05 89 73 -16 -17.98 29.63 0 12.35 14.81 1.23 0 0 9.59 22.2350445 49.0391648
"1903" "PSK" "Humenné" 702 520292 "Jankovce" 139 14 10.07 4 2.87 1 0.71 22 15.82 41 29.49 19 13.66 17 12.23 5 3.59 0 0 2 1.43 9.93 79.2 786.456 23.36 13.14 270 272 2 0.74 13.87 0 94.89 12.04 5.84 0 0 10.29 21.798141 49.0578544
"1954" "PSK" "Humenné" 705 520314 "Kalinov" 136 8 5.88 2 1.47 2 1.47 7 5.14 65 47.79 4 2.94 7 5.14 22 16.17 0 0 6 4.41 4.03 80.48 324.3344 29.79 6.51 306 273 -33 -10.78 20.21 0.34 3.77 6.51 4.79 0 0 6.96 21.9229082 49.3156829
"1980" "PSK" "Humenné" 709 520322 "Kalná Roztoka" 193 6 3.1 9 4.66 1 0.51 18 9.32 120 62.17 11 5.69 10 5.18 7 3.62 0 0 1 0.51 8.95 69.22 619.519 23.84 18.86 612 570 -42 -6.86 14.23 0 3.2 15.84 3.56 8.39 -9.62 8.77 22.3237046 48.9673217
"1905" "PSK" "Humenné" 702 520331 "Kamenica nad Cirochou" 1024 71 6.93 51 4.98 15 1.46 261 25.48 382 37.3 43 4.19 84 8.2 46 4.49 0 0 39 3.8 7.91 64.44 509.7204 16.1 17.23 2301 2388 87 3.78 10.76 0.13 84.53 16.39 9.33 10.03 -7.81 7.83 21.9986214 48.9300636
"1906" "PSK" "Humenné" 702 520349 "Kamienka" 246 16 6.5 14 5.69 3 1.21 27 10.97 104 42.27 15 6.09 22 8.94 5 2.03 0 0 8 3.25 7.75 65.24 505.61 15.51 18.89 559 529 -30 -5.37 13.37 0 83.96 17.47 7.66 5.33 -34.78 11.34 21.9958567 48.9073553
"1907" "PSK" "Humenné" 702 520357 "Karná" 177 12 6.77 13 7.34 0 0 6 3.38 90 50.84 17 9.6 16 9.03 8 4.51 0 0 3 1.69 10.72 67.28 721.2416 23.8 21.74 448 457 9 2.01 10.53 0.23 89.47 20.59 5.26 30.39 14.53 15.1 21.805279 48.9858383
"1981" "PSK" "Humenné" 709 520365 "Klenová" 199 11 5.52 8 4.02 6 3.01 22 11.05 103 51.75 6 3.01 19 9.54 1 0.5 0 0 3 1.5 7.17 63.6 456.012 28.54 22.61 528 530 2 0.38 17.62 0 1.72 20.88 4.98 25.86 32.04 13.77 22.3337859 48.9416115
"1908" "PSK" "Humenné" 702 520373 "Kochanovce" 366 31 8.46 29 7.92 4 1.09 50 13.66 131 35.79 30 8.19 28 7.65 19 5.19 0 0 18 4.91 7.58 65.74 498.3092 10.49 15.94 751 792 41 5.46 12.35 0 81.67 14.74 9.96 0 0 7.45 21.9427383 48.9531563
"1982" "PSK" "Humenné" 709 520381 "Kolbasov" 52 3 5.76 3 5.76 1 1.92 7 13.46 20 38.46 3 5.76 2 3.84 1 1.92 0 0 2 3.84 3.53 86.67 305.9451 42.22 2.22 119 85 -34 -28.57 40 0 5.56 0 3.33 0 0 16.47 22.3838332 49.0054148
"1983" "PSK" "Humenné" 709 520390 "Kolonica" 227 15 6.6 12 5.28 1 0.44 37 16.29 116 51.1 7 3.08 12 5.28 10 4.4 0 0 4 1.76 8.89 71.99 639.9911 23.37 15.12 607 585 -22 -3.62 16.84 0 5.67 14.09 3.09 0 0 8.38 22.2553522 48.9579011
"1910" "PSK" "Humenné" 702 520403 "Koškovce" 293 20 6.82 18 6.14 3 1.02 34 11.6 98 33.44 68 23.2 26 8.87 8 2.73 0 0 9 3.07 7.72 68.14 526.0408 17.81 18.79 623 609 -14 -2.25 14.71 0 88.89 17.32 5.39 0 0 8.05 21.9550399 49.0476805
"1955" "PSK" "Humenné" 705 520411 "Krásny Brod" 194 6 3.09 7 3.6 52 26.8 9 4.63 81 41.75 6 3.09 8 4.12 3 1.54 0 0 4 2.06 6.22 64.92 403.8024 13.94 16.78 413 466 53 12.83 17.21 0 4.14 16.78 6.75 13.39 51.22 9.66 21.8974492 49.2400976
"1984" "PSK" "Humenné" 709 520438 "Ladomirov" 113 4 3.53 4 3.53 1 0.88 13 11.5 64 56.63 10 8.84 5 4.42 1 0.88 0 0 2 1.76 4.83 66.77 322.4991 29.07 13.74 357 290 -67 -18.77 25.24 0 0.64 12.78 2.88 0 0 10.69 22.2972945 48.9277994
"1912" "PSK" "Humenné" 702 520446 "Lieskovec" 212 10 4.71 12 5.66 2 0.94 30 14.15 80 37.73 33 15.56 17 8.01 10 4.71 0 0 6 2.83 8.35 63.62 531.227 14.06 13.17 459 443 -16 -3.49 13.84 0.22 94.2 12.05 10.49 0 0 9.26 21.8157718 48.9512558
"1913" "PSK" "Humenné" 702 520454 "Ľubiša" 392 34 8.67 25 6.37 14 3.57 28 7.14 127 32.39 45 11.47 42 10.71 34 8.67 0 0 9 2.29 6.16 66.63 410.4408 15.02 17.4 840 812 -28 -3.33 11.68 0 95.47 16.33 5.84 10.35 13.33 9.48 21.9472439 49.0048075
"1914" "PSK" "Humenné" 702 520462 "Lukačovce" 202 24 11.88 10 4.95 1 0.49 14 6.93 84 41.58 32 15.84 15 7.42 8 3.96 0 0 3 1.48 7.1 71.69 508.999 18.8 14.26 505 465 -40 -7.92 14.05 0 95.04 12.6 4.13 0 0 9.68 17.9342127 48.3975578
"1956" "PSK" "Humenné" 705 520471 "Medzilaborce" 2218 133 5.99 112 5.04 101 4.55 206 9.28 982 44.27 62 2.79 154 6.94 162 7.3 0 0 146 6.58 7.16 64.24 459.9584 15.86 16.6 6699 6703 4 0.06 11.04 0.15 8.15 16.49 8.33 16.23 49.85 9.82 21.9065029 49.2748349
"1985" "PSK" "Humenné" 709 520489 "Michajlov" 44 0 0 2 4.54 2 4.54 0 0 23 52.27 3 6.81 4 9.09 0 0 0 0 7 15.9 5.21 73 380.33 30 16 108 96 -12 -11.11 22 0 0 12 2 0 0 13.54 22.3444669 48.909897
"1916" "PSK" "Humenné" 702 520497 "Modra nad Cirochou" 510 19 3.72 34 6.66 1 0.19 42 8.23 233 45.68 44 8.62 50 9.8 28 5.49 0 0 30 5.88 7.55 67.19 507.2845 16.85 14.79 1024 1007 -17 -1.66 12.93 0.29 92.95 13.91 10.09 0 0 7.85 22.0455648 48.9416546
"1917" "PSK" "Humenné" 702 520501 "Myslina" 243 40 16.46 13 5.34 2 0.82 27 11.11 76 31.27 30 12.34 19 7.81 11 4.52 0 0 14 5.76 9.2 67.03 616.676 18.21 15.3 576 587 11 1.91 13.11 0 95.26 13.66 7.29 15.66 24.64 12.1 21.8521883 48.9453797
"1957" "PSK" "Humenné" 705 520519 "Ňagov" 191 9 4.71 8 4.18 6 3.14 23 12.04 81 42.4 37 19.37 8 4.18 12 6.28 0 0 1 0.52 7.21 70.41 507.6561 22.25 12.39 420 430 10 2.38 16.97 0 3.67 12.39 5.5 0 0 9.53 21.9371167 49.2534557
"1918" "PSK" "Humenné" 702 520527 "Nechválova  Polianka" 60 3 5 1 1.66 0 0 4 6.66 43 71.66 1 1.66 0 0 1 1.66 0 0 3 5 0 83.81 0 28.57 4.76 132 83 -49 -37.12 35.24 0 7.62 1.9 4.76 0 0 18.07 22.0941429 49.0736024
"1919" "PSK" "Humenné" 702 520535 "Nižná Jablonka" 67 4 5.97 3 4.47 1 1.49 1 1.49 40 59.7 3 4.47 2 2.98 0 0 0 0 0 0 6.99 68.78 480.7722 35.98 24.87 169 186 17 10.06 19.05 1.06 11.11 23.81 1.06 38.1 28.57 11.29 22.0859651 49.1279744
"1921" "PSK" "Humenné" 702 520543 "Nižné Ladičkovce" 159 13 8.17 10 6.28 1 0.62 14 8.8 36 22.64 31 19.49 21 13.2 10 6.28 0 0 13 8.17 7.37 71.14 524.3018 14.57 13.71 374 353 -21 -5.61 14 0 93.71 12 6.57 0 0 9.07 21.9033394 49.0212472
"1986" "PSK" "Humenné" 709 520551 "Nová Sedlica" 125 4 3.2 0 0 7 5.6 3 2.4 85 68 1 0.8 4 3.2 7 5.6 0 0 1 0.8 7.24 83.62 605.4088 41.81 6.97 334 290 -44 -13.17 30.66 0 2.09 6.62 3.14 0 0 6.9 22.5141248 49.0442947
"1922" "PSK" "Humenné" 702 520560 "Ohradzany" 317 24 7.57 16 5.04 3 0.94 28 8.83 141 44.47 55 17.35 21 6.62 15 4.73 0 0 5 1.57 7.47 67.34 503.0298 14.53 16.72 628 643 15 2.39 14.38 0 94.84 15.63 7.03 0 0 9.49 21.8400197 48.9976617
"1958" "PSK" "Humenné" 705 520578 "Oľka" 158 8 5.06 9 5.69 8 5.06 14 8.86 77 48.73 2 1.26 7 4.43 10 6.32 0 0 6 3.79 5.42 75.63 409.9146 25.31 13.44 353 295 -58 -16.43 26.88 0 6.25 13.44 3.44 0 0 17.29 21.8426309 49.1540828
"1959" "PSK" "Humenné" 705 520586 "Oľšinkov" 33 4 12.12 1 3.03 1 3.03 3 9.09 12 36.36 1 3.03 3 9.09 1 3.03 0 0 0 0 3.7 74.29 274.873 34.29 5.71 38 27 -11 -28.95 42.86 0 0 5.71 5.71 0 0 3.7 22.0393256 49.1997046
"1987" "PSK" "Humenné" 709 520594 "Osadné" 79 2 2.53 4 5.06 3 3.79 10 12.65 44 55.69 3 3.79 3 3.79 1 1.26 0 0 1 1.26 4.12 47.62 196.1944 17.99 39.15 218 170 -48 -22.02 22.75 0 6.35 9.52 5.29 0 0 7.06 22.1522914 49.1430977
"1960" "PSK" "Humenné" 705 520616 "Palota" 74 5 6.75 1 1.35 2 2.7 8 10.81 31 41.89 1 1.35 9 12.16 12 16.21 0 0 2 2.7 6.45 57.3 369.585 25.41 28.11 182 186 4 2.2 14.59 0 1.62 25.95 7.57 42.86 6.85 9.14 21.9942181 49.2693021
"1924" "PSK" "Humenné" 702 520624 "Papín" 401 11 2.74 27 6.73 2 0.49 34 8.47 193 48.12 48 11.97 42 10.47 8 1.99 0 0 19 4.73 6.61 72.08 476.4488 21.39 17.43 1096 999 -97 -8.85 16.24 0 83.56 16.14 4.16 0 0 9.51 22.0613987 49.0918525
"1988" "PSK" "Humenné" 709 520632 "Parihuzovce" 21 0 0 0 0 0 0 0 0 15 71.42 1 4.76 1 4.76 0 0 0 0 1 4.76 13.33 63.64 848.3212 15.15 12.12 28 30 2 7.14 30.3 0 6.06 12.12 3.03 0 0 3.33 22.192588 49.1105375
"1989" "PSK" "Humenné" 709 520641 "Pčoliné" 318 13 4.08 16 5.03 8 2.51 16 5.03 201 63.2 13 4.08 6 1.88 6 1.88 0 0 14 4.4 5.72 68.38 391.1336 18.73 11.51 598 577 -21 -3.51 22.51 0 9.79 10.82 8.93 0 0 10.05 22.171179 49.0659942
"1990" "PSK" "Humenné" 709 520659 "Pichne" 290 19 6.55 9 3.1 4 1.37 34 11.72 152 52.41 9 3.1 24 8.27 3 1.03 0 0 14 4.82 7.01 64.47 451.9347 15.25 14.21 569 571 2 0.35 17.33 0 22.7 13.86 8.49 0 0 6.3 22.1207127 49.0386659
"1925" "PSK" "Humenné" 702 520667 "Porúbka" 133 5 3.75 5 3.75 1 0.75 18 13.53 59 44.36 10 7.51 17 12.78 9 6.76 0 0 5 3.75 7.09 70.65 500.9085 20.65 16.67 278 268 -10 -3.6 12.68 0.36 24.28 16.3 6.16 0 0 8.21 21.9569753 48.8640051
"1991" "PSK" "Humenné" 709 520675 "Príslop" 41 7 17.07 2 4.87 0 0 1 2.43 22 53.65 4 9.75 1 2.43 2 4.87 0 0 0 0 6.67 81.03 540.4701 44.83 13.79 67 60 -7 -10.45 48.28 0 3.45 10.34 1.72 0 0 5 22.3281995 49.0384356
"1927" "PSK" "Humenné" 702 520683 "Ptičie" 323 25 7.73 17 5.26 4 1.23 36 11.14 120 37.15 32 9.9 31 9.59 16 4.95 0 0 20 6.19 9.33 64.93 605.7969 15.48 14.69 628 654 26 4.14 15.64 0 84.04 13.59 11.06 0 0 6.42 21.9587329 48.9043264
"1961" "PSK" "Humenné" 705 520691 "Radvaň nad Laborcom" 276 24 8.69 12 4.34 6 2.17 15 5.43 146 52.89 7 2.53 18 6.52 9 3.26 2 0.72 17 6.15 6.43 64.44 414.3492 19.32 17.26 599 575 -24 -4.01 18.8 0 10.26 17.26 5.47 20.65 51.25 7.3 21.9267748 49.1304199
"1962" "PSK" "Humenné" 705 520705 "Repejov" 65 8 12.3 1 1.53 1 1.53 12 18.46 21 32.3 3 4.61 6 9.23 1 1.53 0 0 2 3.07 1.46 72.03 105.1638 37.76 11.89 167 137 -30 -17.96 32.87 0 13.99 11.89 2.8 0 0 13.14 21.8207718 49.2007494
"1964" "PSK" "Humenné" 705 520713 "Roškovce" 98 3 3.06 4 4.08 2 2.04 30 30.61 38 38.77 2 2.04 7 7.14 1 1.02 0 0 5 5.1 11.89 80.41 956.0749 42.27 8.76 218 185 -33 -15.14 31.96 0 3.61 8.76 2.58 0 0 9.73 21.849634 49.2387384
"1930" "PSK" "Humenné" 702 520721 "Rovné" 191 21 10.99 14 7.32 4 2.09 33 17.27 64 33.5 18 9.42 9 4.71 4 2.09 0 0 13 6.8 6.28 67.03 420.9484 18.75 13.79 478 446 -32 -6.69 14.87 0 91.81 13.36 7.76 13.77 51.16 6.73 22.0073513 48.9785897
"1992" "PSK" "Humenné" 709 520730 "Runina" 69 8 11.59 1 1.44 0 0 4 5.79 31 44.92 1 1.44 3 4.34 6 8.69 0 0 7 10.14 6.25 89.41 558.8125 35.29 1.18 78 80 2 2.56 29.41 0 3.53 1.18 4.71 0 0 12.5 22.4012507 49.0719895
"1993" "PSK" "Humenné" 709 520748 "Ruská Volová" 51 3 5.88 2 3.92 1 1.96 2 3.92 32 62.74 1 1.96 0 0 1 1.96 0 0 0 0 6.8 74.77 508.436 28.83 12.61 130 103 -27 -20.77 29.73 0 1.8 12.61 2.7 0 0 10.68 22.3661708 48.944831
"1994" "PSK" "Humenné" 709 520764 "Ruský Potok" 72 1 1.38 4 5.55 1 1.38 20 27.77 33 45.83 1 1.38 4 5.55 2 2.77 0 0 0 0 7.41 81.34 602.7294 30.6 15.67 154 135 -19 -12.34 25.37 0 0 9.7 0.75 0 0 5.93 22.4102669 49.0286245
"1933" "PSK" "Humenné" 702 520772 "Slovenská Volová" 206 5 2.42 13 6.31 1 0.48 18 8.73 83 40.29 19 9.22 24 11.65 14 6.79 0 0 5 2.42 7.39 68.67 507.4713 27.27 23.6 498 541 43 8.63 8.7 0 95.74 21.66 3.29 35.65 21.02 12.57 21.8450185 48.9816274
"1934" "PSK" "Humenné" 702 520781 "Slovenské Krivé" 59 7 11.86 5 8.47 0 0 6 10.16 21 35.59 3 5.08 3 5.08 5 8.47 0 0 1 1.69 3.97 74.63 296.2811 23.88 17.16 140 126 -14 -10 20.15 0 97.76 15.67 2.24 0 0 7.94 22.0044482 49.0715357
"1995" "PSK" "Humenné" 709 520802 "Snina" 7361 586 7.96 397 5.39 148 2.01 893 12.13 3176 43.14 375 5.09 506 6.87 375 5.09 0 0 514 6.98 8.1 57.93 469.233 10.9 16.22 21390 20294 -1096 -5.12 8.99 0.06 52.07 15.24 9.34 6.34 26.73 8.8 22.1583021 48.987657
"1997" "PSK" "Humenné" 709 520811 "Stakčínska Roztoka" 159 7 4.4 11 6.91 8 5.03 32 20.12 60 37.73 14 8.8 14 8.8 6 3.77 0 0 1 0.62 9.61 70.24 675.0064 26.49 13.69 337 333 -4 -1.19 20.24 0 2.08 12.2 3.87 0 0 7.81 22.2817698 48.9997254
"1996" "PSK" "Humenné" 709 520829 "Stakčín" 1002 42 4.19 51 5.08 19 1.89 101 10.07 636 63.47 19 1.89 31 3.09 32 3.19 0 0 36 3.59 7.42 65.93 489.2006 20.87 16.55 2280 2454 174 7.63 14.17 0.04 15.38 15.46 7.47 22.2 25 11.94 22.229107 49.0018008
"1998" "PSK" "Humenné" 709 520845 "Strihovce" 80 4 5 4 5 0 0 16 20 27 33.75 11 13.75 4 5 3 3.75 0 0 1 1.25 9.43 84.35 795.4205 38.78 5.44 179 159 -20 -11.17 37.41 0 1.36 3.4 2.72 0 0 5.66 22.2791052 48.8968948
